"Hash","Count","KeepCandidate","Paths"
"975C5664D2B367F8A033B4EBA9F34C6AAFBAD9B0B4CD25D5E5A1B122758A848A","3","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\editor\ic_insert_emoticon_24px.svg","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\editor\ic_insert_emoticon_24px.svg;C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\image\ic_tag_faces_24px.svg;C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\social\ic_mood_24px.svg"
"D0655C2F58D3FD47C4F5BDA9EFCD64845E695C357221DBE97A82343585F01BC9","2","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\device\ic_brightness_low_24px.svg","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\device\ic_brightness_low_24px.svg;C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\image\ic_brightness_5_24px.svg"
"8C619A3DBFA9957D3237208556A03367FA099D5BF80B03E369328125E5CA1681","2","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\maps\ic_local_dining_24px.svg","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\maps\ic_local_dining_24px.svg;C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\maps\ic_restaurant_menu_24px.svg"
"90E91C5A06D5DD3138B6367236463D917FD7F7114D2E4B50CED8AC4D6BFC7672","3","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\communication\ic_call_24px.svg","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\communication\ic_call_24px.svg;C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\communication\ic_phone_24px.svg;C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\maps\ic_local_phone_24px.svg"
"9F4CD0B97E1106E9016F54BCC3D02159CD0BF275110575F4D4497FDBBD2936E4","2","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\device\ic_sd_storage_24px.svg","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\device\ic_sd_storage_24px.svg;C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\notification\ic_sd_card_24px.svg"
"D9EFA9690A6A43DDB127CE41D3B5B05305C174E24776937718FE55EAFE85D498","2","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\av\ic_loop_24px.svg","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\av\ic_loop_24px.svg;C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\notification\ic_sync_24px.svg"
"595BA91CA31E088440162257D23E9088E10D5E275D14723A54C0BEBCF7675AF1","2","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\action\ic_feedback_24px.svg","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\action\ic_feedback_24px.svg;C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\notification\ic_sms_failed_24px.svg"
"020A1D8BB2F5067F85F46A1586E83F31D542EA1DCEB752C511DDA3710C3781CE","2","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\action\ic_https_24px.svg","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\action\ic_https_24px.svg;C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\vendor\rs-plugin\assets\svg\action\ic_lock_24px.svg"
"5DA48D55432AF2CC5077BFFB54C1B9865CC4613832B102CE1BC8BE38246F15DB","2","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\css\skins\skin-digital-agency-2-dark.css","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\css\skins\skin-digital-agency-2-dark.css;C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\css\skins\skin-digital-agency-2.css"
"457923C1599D092B90F7E88457F9705C1B840D879A05484DBCA531113F388E9A","2","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\img\icons\fa72d950-e048-4cc9-8757-9f07902e8406.svg","C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\img\icons\fa72d950-e048-4cc9-8757-9f07902e8406.svg;C:\Users\hamidreza\Documents\C#\company-showcase-cms\src\Assets\img\icons\icon-cart-big.svg"
